enrollee_id,relevent_experience,experience,company_size,company_type,last_new_job
28186,No relevent experience,6,100-500,Pvt Ltd,1
12784,Has relevent experience,15,50-99,Pvt Ltd,1
15415,Has relevent experience,2,1000-4999,Pvt Ltd,1
2974,Has relevent experience,10,50-99,Other,2
33331,Has relevent experience,4,,,1
17741,Has relevent experience,19,100-500,Pvt Ltd,>4
16241,Has relevent experience,6,500-999,Public Sector,1
27284,Has relevent experience,19,500-999,Funded Startup,4
27856,Has relevent experience,>20,50-99,Pvt Ltd,>4
11910,No relevent experience,7,,,never
31121,No relevent experience,10,10/49,Pvt Ltd,1
8970,Has relevent experience,5,50-99,Funded Startup,1
30249,Has relevent experience,6,1000-4999,Public Sector,3
24698,Has relevent experience,5,50-99,Early Stage Startup,1
11604,No relevent experience,<1,50-99,,1
9188,No relevent experience,6,10/49,Funded Startup,never
11249,No relevent experience,3,,,never
10896,Has relevent experience,>20,,,2
19045,Has relevent experience,>20,,,1
20901,No relevent experience,4,,,1
7970,Has relevent experience,>20,500-999,Pvt Ltd,>4
5262,Has relevent experience,7,<10,Funded Startup,1
8265,No relevent experience,3,,,never
13989,Has relevent experience,5,50-99,Pvt Ltd,1
23160,No relevent experience,4,,,never
17156,Has relevent experience,9,10000+,Pvt Ltd,1
27448,Has relevent experience,16,50-99,Pvt Ltd,1
2769,No relevent experience,2,,Pvt Ltd,never
22935,No relevent experience,3,,,
25835,Has relevent experience,>20,,,>4
24175,Has relevent experience,>20,1000-4999,Pvt Ltd,4
23368,No relevent experience,7,,,1
12497,Has relevent experience,13,10/49,Early Stage Startup,>4
5748,Has relevent experience,12,10/49,Pvt Ltd,1
2868,Has relevent experience,6,<10,Pvt Ltd,4
13111,Has relevent experience,>20,1000-4999,Public Sector,2
30588,No relevent experience,2,,,1
8478,Has relevent experience,19,,,>4
25499,Has relevent experience,14,500-999,Funded Startup,1
17559,Has relevent experience,5,50-99,Early Stage Startup,1
1991,Has relevent experience,4,100-500,Pvt Ltd,2
22361,No relevent experience,<1,1000-4999,Public Sector,1
24873,Has relevent experience,4,100-500,Pvt Ltd,1
10735,No relevent experience,6,,,never
28226,No relevent experience,7,5000-9999,Pvt Ltd,1
24333,Has relevent experience,12,1000-4999,Pvt Ltd,>4
31737,Has relevent experience,>20,1000-4999,Pvt Ltd,>4
27391,No relevent experience,5,10000+,Pvt Ltd,1
18085,Has relevent experience,>20,,,1
6974,No relevent experience,8,,,1
26239,No relevent experience,>20,,,>4
5352,Has relevent experience,2,10/49,Pvt Ltd,1
15274,No relevent experience,3,,,never
30711,Has relevent experience,12,50-99,Funded Startup,1
7981,Has relevent experience,6,<10,Pvt Ltd,2
30659,No relevent experience,3,,,>4
12063,Has relevent experience,7,<10,Early Stage Startup,2
27219,No relevent experience,2,,,1
27149,Has relevent experience,17,50-99,Funded Startup,1
18761,Has relevent experience,16,50-99,Funded Startup,2
18230,No relevent experience,15,,,1
25974,Has relevent experience,>20,100-500,Funded Startup,1
31509,Has relevent experience,8,,,1
5268,Has relevent experience,10,500-999,Pvt Ltd,2
22332,No relevent experience,2,,,never
15412,No relevent experience,7,10000+,Public Sector,2
26328,Has relevent experience,17,,,1
11798,No relevent experience,1,,,never
2947,Has relevent experience,4,500-999,Pvt Ltd,1
27565,Has relevent experience,9,<10,Funded Startup,1
18587,Has relevent experience,10,1000-4999,NGO,2
15067,Has relevent experience,6,<10,Early Stage Startup,2
14919,Has relevent experience,6,50-99,Pvt Ltd,1
534,Has relevent experience,15,100-500,Funded Startup,1
30792,Has relevent experience,9,50-99,Pvt Ltd,4
9171,Has relevent experience,>20,,,2
18562,Has relevent experience,3,500-999,Pvt Ltd,1
29319,Has relevent experience,8,10/49,Pvt Ltd,2
25683,Has relevent experience,11,10/49,Early Stage Startup,1
4121,Has relevent experience,3,100-500,Pvt Ltd,1
11700,Has relevent experience,>20,1000-4999,Public Sector,>4
4520,Has relevent experience,4,10000+,Pvt Ltd,1
17239,Has relevent experience,10,50-99,Pvt Ltd,3
785,Has relevent experience,15,100-500,Pvt Ltd,>4
29646,No relevent experience,3,10/49,Pvt Ltd,1
29034,Has relevent experience,6,500-999,NGO,2
17475,Has relevent experience,5,10000+,Pvt Ltd,1
18255,No relevent experience,>20,10000+,Pvt Ltd,3
173,Has relevent experience,>20,1000-4999,Pvt Ltd,>4
29599,Has relevent experience,>20,50-99,Pvt Ltd,>4
21304,No relevent experience,8,1000-4999,Pvt Ltd,2
13178,Has relevent experience,8,50-99,Funded Startup,3
6403,No relevent experience,11,,,1
6577,Has relevent experience,5,100-500,Public Sector,2
25238,Has relevent experience,6,1000-4999,Pvt Ltd,1
6589,Has relevent experience,11,5000-9999,Pvt Ltd,1
23868,Has relevent experience,3,<10,Funded Startup,1
30733,Has relevent experience,9,50-99,Pvt Ltd,1
7838,Has relevent experience,12,100-500,Pvt Ltd,1
4651,No relevent experience,7,,,2
4212,Has relevent experience,8,50-99,Pvt Ltd,>4
13469,Has relevent experience,12,1000-4999,Pvt Ltd,1
33187,Has relevent experience,5,500-999,Pvt Ltd,>4
8601,No relevent experience,4,,,1
27511,Has relevent experience,>20,,,>4
9949,Has relevent experience,15,50-99,Pvt Ltd,>4
28020,No relevent experience,2,,,never
22589,Has relevent experience,13,<10,Early Stage Startup,1
16736,No relevent experience,,10000+,,
12145,No relevent experience,<1,,,never
9538,Has relevent experience,19,10000+,Pvt Ltd,>4
810,Has relevent experience,>20,50-99,Pvt Ltd,4
13368,Has relevent experience,>20,10000+,Pvt Ltd,1
16275,Has relevent experience,10,1000-4999,Pvt Ltd,3
10376,Has relevent experience,2,500-999,Funded Startup,1
30596,Has relevent experience,>20,<10,Pvt Ltd,>4
5700,Has relevent experience,12,10/49,Pvt Ltd,1
5732,Has relevent experience,9,100-500,Pvt Ltd,1
7587,Has relevent experience,>20,100-500,NGO,1
28414,Has relevent experience,7,1000-4999,Pvt Ltd,>4
22304,No relevent experience,2,100-500,,1
18869,Has relevent experience,4,50-99,Pvt Ltd,1
16392,Has relevent experience,>20,10/49,Pvt Ltd,1
3044,Has relevent experience,>20,,,>4
21030,No relevent experience,4,,,4
26555,Has relevent experience,>20,<10,Pvt Ltd,>4
10537,Has relevent experience,2,1000-4999,Pvt Ltd,1
27594,Has relevent experience,10,50-99,Pvt Ltd,
11222,Has relevent experience,16,<10,Pvt Ltd,never
11740,Has relevent experience,>20,500-999,Pvt Ltd,>4
17053,Has relevent experience,>20,100-500,Pvt Ltd,1
7670,No relevent experience,9,,,1
18739,Has relevent experience,1,10000+,Pvt Ltd,never
26967,Has relevent experience,3,10000+,Pvt Ltd,1
5719,No relevent experience,2,5000-9999,,1
25959,Has relevent experience,16,<10,Pvt Ltd,1
19691,Has relevent experience,13,5000-9999,Public Sector,>4
2540,Has relevent experience,11,100-500,Pvt Ltd,2
6232,Has relevent experience,2,50-99,,1
17148,Has relevent experience,6,500-999,Public Sector,1
25428,Has relevent experience,15,1000-4999,Pvt Ltd,>4
30127,Has relevent experience,15,10/49,Early Stage Startup,1
21197,Has relevent experience,7,5000-9999,Pvt Ltd,>4
3142,Has relevent experience,9,1000-4999,Pvt Ltd,>4
7192,No relevent experience,17,500-999,Pvt Ltd,3
15244,Has relevent experience,4,50-99,Pvt Ltd,1
32398,Has relevent experience,4,1000-4999,Pvt Ltd,1
31970,Has relevent experience,9,100-500,Pvt Ltd,1
29028,Has relevent experience,>20,1000-4999,Pvt Ltd,2
27757,Has relevent experience,18,100-500,Pvt Ltd,1
15112,No relevent experience,2,,,never
13653,Has relevent experience,16,5000-9999,Pvt Ltd,4
23526,No relevent experience,6,,,2
18812,Has relevent experience,14,50-99,,1
21314,No relevent experience,<1,,,never
25401,Has relevent experience,9,10000+,Pvt Ltd,4
7681,Has relevent experience,9,,,>4
16956,Has relevent experience,6,,,1
31906,Has relevent experience,7,,,4
4569,No relevent experience,7,,,1
16304,Has relevent experience,2,<10,Pvt Ltd,1
1519,No relevent experience,6,50-99,Funded Startup,1
2162,Has relevent experience,20,50-99,Pvt Ltd,2
25842,No relevent experience,9,5000-9999,Pvt Ltd,1
21013,Has relevent experience,2,10/49,Pvt Ltd,2
2178,Has relevent experience,12,50-99,Pvt Ltd,2
9346,Has relevent experience,14,50-99,Pvt Ltd,>4
24580,Has relevent experience,>20,50-99,Pvt Ltd,>4
3957,Has relevent experience,>20,500-999,Pvt Ltd,>4
15209,Has relevent experience,20,,Pvt Ltd,>4
33138,Has relevent experience,>20,10000+,Pvt Ltd,2
10763,No relevent experience,5,,Public Sector,2
3340,Has relevent experience,15,50-99,Funded Startup,1
1607,No relevent experience,5,,,1
11,Has relevent experience,11,,,4
7292,Has relevent experience,2,10/49,Pvt Ltd,1
12181,Has relevent experience,9,100-500,Pvt Ltd,2
27515,No relevent experience,1,,,1
5256,Has relevent experience,>20,500-999,Pvt Ltd,>4
14956,No relevent experience,<1,,,never
8945,Has relevent experience,6,50-99,Pvt Ltd,2
25268,Has relevent experience,4,100-500,Pvt Ltd,2
15127,No relevent experience,20,,,2
3015,Has relevent experience,>20,,,1
14632,No relevent experience,13,,Public Sector,>4
28228,No relevent experience,1,,,never
8206,Has relevent experience,10,50-99,Pvt Ltd,1
25091,Has relevent experience,>20,5000-9999,Pvt Ltd,1
30353,Has relevent experience,4,1000-4999,Public Sector,1
20312,Has relevent experience,10,<10,Pvt Ltd,1
32103,Has relevent experience,15,10/49,Funded Startup,1
27230,Has relevent experience,13,100-500,Funded Startup,1
26424,No relevent experience,12,10000+,Pvt Ltd,4
17704,No relevent experience,3,,,never
23617,No relevent experience,11,,,never
30603,No relevent experience,5,,,1
28623,Has relevent experience,4,5000-9999,Pvt Ltd,1
15082,Has relevent experience,14,50-99,Funded Startup,1
15393,No relevent experience,7,,,1
21716,No relevent experience,9,10000+,Pvt Ltd,never
10747,Has relevent experience,>20,1000-4999,Pvt Ltd,>4
10430,No relevent experience,>20,,,1
511,Has relevent experience,10,10/49,Pvt Ltd,4
18526,Has relevent experience,7,500-999,Funded Startup,never
884,No relevent experience,5,,Public Sector,1
13252,Has relevent experience,11,10/49,Pvt Ltd,1
29287,Has relevent experience,11,,,1
23821,No relevent experience,>20,10000+,NGO,>4
16173,Has relevent experience,9,10000+,Pvt Ltd,1
32187,Has relevent experience,8,1000-4999,Pvt Ltd,2
20562,No relevent experience,3,10000+,Pvt Ltd,never
21458,Has relevent experience,1,100-500,Pvt Ltd,1
2879,Has relevent experience,>20,50-99,Pvt Ltd,>4
24624,Has relevent experience,20,1000-4999,Pvt Ltd,1
10318,Has relevent experience,4,,,1
27470,Has relevent experience,>20,500-999,Pvt Ltd,4
27467,No relevent experience,4,,,1
1226,Has relevent experience,10,10/49,Pvt Ltd,1
15986,Has relevent experience,10,,,2
6371,Has relevent experience,13,<10,Early Stage Startup,1
3100,No relevent experience,5,,,
9567,Has relevent experience,>20,10/49,Funded Startup,1
14332,No relevent experience,5,100-500,Pvt Ltd,1
31835,Has relevent experience,1,<10,Early Stage Startup,1
26478,Has relevent experience,2,1000-4999,,1
4399,Has relevent experience,8,,,4
3776,No relevent experience,>20,50-99,Public Sector,>4
19914,No relevent experience,4,,,never
31062,Has relevent experience,4,50-99,Pvt Ltd,1
18075,Has relevent experience,3,10000+,Pvt Ltd,1
21074,Has relevent experience,9,10000+,Pvt Ltd,1
23049,Has relevent experience,>20,500-999,Pvt Ltd,>4
5822,No relevent experience,>20,,,1
13384,Has relevent experience,16,50-99,Pvt Ltd,>4
29788,Has relevent experience,>20,1000-4999,Pvt Ltd,1
16569,No relevent experience,14,10000+,Pvt Ltd,1
25058,Has relevent experience,11,500-999,Pvt Ltd,>4
14414,Has relevent experience,9,50-99,Pvt Ltd,2
32604,No relevent experience,10,,,1
5337,Has relevent experience,5,1000-4999,Pvt Ltd,2
7040,Has relevent experience,5,100-500,Pvt Ltd,>4
29145,Has relevent experience,6,5000-9999,Pvt Ltd,4
31503,Has relevent experience,15,500-999,Pvt Ltd,1
19161,Has relevent experience,5,<10,,never
28323,No relevent experience,2,,,never
30006,Has relevent experience,10,,,3
17278,No relevent experience,6,50-99,Pvt Ltd,1
14424,No relevent experience,4,100-500,Pvt Ltd,1
24219,Has relevent experience,>20,100-500,Pvt Ltd,1
15402,Has relevent experience,15,100-500,Pvt Ltd,>4
12034,Has relevent experience,18,,,never
19456,No relevent experience,5,50-99,Pvt Ltd,2
514,Has relevent experience,17,,,>4
26321,No relevent experience,10,,,2
29708,Has relevent experience,8,10/49,Pvt Ltd,1
11782,Has relevent experience,2,100-500,Pvt Ltd,2
16279,Has relevent experience,2,10000+,Pvt Ltd,1
5577,No relevent experience,<1,10/49,,1
9200,Has relevent experience,7,,,1
28717,Has relevent experience,11,5000-9999,Public Sector,2
17618,Has relevent experience,>20,,,1
31106,No relevent experience,3,50-99,Pvt Ltd,never
8792,Has relevent experience,11,,,>4
17752,Has relevent experience,>20,,,>4
4595,Has relevent experience,12,50-99,Pvt Ltd,1
29094,Has relevent experience,>20,1000-4999,Pvt Ltd,1
6943,Has relevent experience,10,500-999,Pvt Ltd,1
5692,Has relevent experience,10,50-99,Pvt Ltd,2
18033,Has relevent experience,1,,,1
6121,Has relevent experience,>20,100-500,NGO,>4
20222,Has relevent experience,6,,,1
7146,Has relevent experience,16,10/49,Pvt Ltd,
7150,No relevent experience,4,,,never
9326,No relevent experience,6,50-99,,1
25736,Has relevent experience,>20,50-99,Pvt Ltd,3
19769,No relevent experience,15,100-500,Pvt Ltd,never
22515,No relevent experience,4,,,never
24126,Has relevent experience,7,10000+,Pvt Ltd,4
14528,No relevent experience,2,,,never
31788,Has relevent experience,12,100-500,Pvt Ltd,3
19859,No relevent experience,>20,1000-4999,Public Sector,>4
6009,Has relevent experience,>20,100-500,Pvt Ltd,4
3809,No relevent experience,3,,,never
32214,Has relevent experience,>20,,,>4
12367,Has relevent experience,>20,50-99,Pvt Ltd,1
26040,No relevent experience,6,,,1
4349,No relevent experience,3,,Pvt Ltd,never
13670,Has relevent experience,15,100-500,Pvt Ltd,2
1117,No relevent experience,4,,,1
25332,Has relevent experience,2,50-99,,1
15866,Has relevent experience,14,10000+,Pvt Ltd,>4
7352,Has relevent experience,18,100-500,Pvt Ltd,2
7143,Has relevent experience,4,100-500,Pvt Ltd,1
23239,No relevent experience,2,,,never
30075,Has relevent experience,5,,,1
3650,Has relevent experience,11,50-99,,1
23397,Has relevent experience,9,50-99,,1
2218,Has relevent experience,7,500-999,Pvt Ltd,2
5321,No relevent experience,2,,Pvt Ltd,never
16696,Has relevent experience,>20,10/49,Early Stage Startup,2
21354,No relevent experience,>20,1000-4999,Pvt Ltd,2
17770,Has relevent experience,15,1000-4999,Pvt Ltd,1
27356,No relevent experience,5,,,never
23342,Has relevent experience,8,50-99,Pvt Ltd,1
447,Has relevent experience,2,10/49,Pvt Ltd,1
6042,Has relevent experience,>20,1000-4999,NGO,>4
22862,Has relevent experience,14,5000-9999,Pvt Ltd,>4
26242,Has relevent experience,11,100-500,,2
32481,No relevent experience,2,,,1
28129,Has relevent experience,18,1000-4999,Pvt Ltd,>4
6059,Has relevent experience,>20,50-99,Pvt Ltd,>4
28205,Has relevent experience,10,50-99,Pvt Ltd,2
9306,Has relevent experience,,,Pvt Ltd,>4
3285,Has relevent experience,10,5000-9999,,1
7651,No relevent experience,6,,,1
16191,Has relevent experience,12,,,>4
12614,No relevent experience,5,,,never
1686,No relevent experience,2,,,never
22551,Has relevent experience,7,100-500,Pvt Ltd,>4
26356,No relevent experience,13,100-500,Public Sector,2
17897,Has relevent experience,15,50-99,Pvt Ltd,4
9371,Has relevent experience,7,10000+,Pvt Ltd,2
12411,No relevent experience,13,,,1
13190,Has relevent experience,15,1000-4999,Pvt Ltd,3
23372,Has relevent experience,4,,,1
6811,No relevent experience,<1,,,never
25405,Has relevent experience,7,50-99,Pvt Ltd,1
23266,Has relevent experience,>20,,,2
22562,Has relevent experience,>20,<10,Pvt Ltd,>4
2450,Has relevent experience,3,100-500,Pvt Ltd,3
20652,Has relevent experience,10,,,1
8976,Has relevent experience,5,10000+,NGO,never
23148,No relevent experience,3,,,2
29014,Has relevent experience,>20,50-99,Pvt Ltd,1
17229,Has relevent experience,1,50-99,Pvt Ltd,1
29657,No relevent experience,<1,50-99,Pvt Ltd,1
31599,Has relevent experience,>20,100-500,Pvt Ltd,2
636,Has relevent experience,9,10000+,Pvt Ltd,1
25477,Has relevent experience,6,50-99,Public Sector,1
31933,No relevent experience,7,50-99,Pvt Ltd,never
2229,Has relevent experience,7,500-999,Pvt Ltd,>4
10794,No relevent experience,3,,,>4
14387,No relevent experience,12,,,never
12260,Has relevent experience,18,100-500,,1
32467,Has relevent experience,4,10/49,Pvt Ltd,4
31390,Has relevent experience,10,<10,Pvt Ltd,>4
32178,Has relevent experience,>20,10/49,Funded Startup,4
16709,No relevent experience,3,,,1
12457,Has relevent experience,7,10/49,NGO,>4
1014,Has relevent experience,7,,,4
16190,No relevent experience,3,,,3
12907,Has relevent experience,>20,,,1
24374,Has relevent experience,<1,100-500,Pvt Ltd,1
13186,Has relevent experience,8,,,4
4164,Has relevent experience,17,500-999,Pvt Ltd,>4
30552,No relevent experience,5,,,1
2603,Has relevent experience,3,50-99,Pvt Ltd,1
16846,No relevent experience,17,50-99,Pvt Ltd,>4
1662,Has relevent experience,8,,,1
6228,Has relevent experience,>20,10000+,Pvt Ltd,>4
26307,Has relevent experience,14,50-99,Pvt Ltd,>4
27055,Has relevent experience,7,,,3
28580,Has relevent experience,6,,,3
12655,No relevent experience,3,50-99,Pvt Ltd,3
21385,Has relevent experience,7,<10,Pvt Ltd,1
6345,Has relevent experience,15,100-500,Pvt Ltd,never
21893,Has relevent experience,>20,50-99,Funded Startup,1
16341,No relevent experience,4,50-99,,1
30105,Has relevent experience,1,10000+,Pvt Ltd,1
30008,Has relevent experience,3,1000-4999,Pvt Ltd,2
4617,Has relevent experience,6,10/49,Early Stage Startup,4
17314,No relevent experience,<1,,,never
29756,Has relevent experience,10,,,2
32879,No relevent experience,1,5000-9999,Pvt Ltd,1
24072,Has relevent experience,4,50-99,Funded Startup,1
23597,Has relevent experience,>20,,,>4
15847,Has relevent experience,>20,50-99,Pvt Ltd,>4
20664,Has relevent experience,12,100-500,Pvt Ltd,1
23559,Has relevent experience,11,,,2
5735,Has relevent experience,3,100-500,Funded Startup,2
4313,No relevent experience,1,,,1
31729,Has relevent experience,9,50-99,Funded Startup,1
26776,No relevent experience,<1,,,1
23520,Has relevent experience,9,10000+,Pvt Ltd,1
31657,Has relevent experience,4,,,1
9761,Has relevent experience,10,100-500,,1
9721,Has relevent experience,>20,1000-4999,NGO,>4
30895,Has relevent experience,6,10000+,,1
6819,No relevent experience,1,,,never
